Word,Plays,AvgScorePerPlay,AvgScorePerGame,WinRate
SOLDIER,13649,76.93,0.02111986,0.6019
LOGIEST,14058,74.69,0.02111833,0.6075
BEANIE,37190,28.23,0.02111779,0.4299
BAREGINE,13507,77.73,0.02111756,0.5950
STORAGE,13400,78.34,0.02111565,0.6137
ANTRORSE,14220,73.81,0.02111177,0.5629
CAID,33942,30.92,0.02111077,0.4632
DEICE,39188,26.78,0.02110791,0.4361
AGISTER,13272,79.07,0.02110684,0.5894
REGULINE,14996,69.97,0.02110612,0.5698
ILIUM,51491,20.38,0.02110511,0.4258
SUJEE,28299,37.08,0.02110389,0.4782
GIRD,46569,22.53,0.02110336,0.4502
UNIONISE,15622,67.16,0.02110151,0.5524
CUKE,32644,32.14,0.02110051,0.4779
MOAN,33126,31.67,0.02109976,0.4696
ELUVIA,39592,26.50,0.02109938,0.4339
RADIATED,14460,72.54,0.02109715,0.5797
ERUPTION,14128,74.24,0.02109695,0.5906
LINNETS,14715,71.27,0.02109429,0.5695
IODATING,14583,71.89,0.02108749,0.5924
FUSK,25484,41.14,0.02108687,0.5259
MIME,29138,35.98,0.02108564,0.4758
CHEVY,26915,38.95,0.02108546,0.5106
PHAT,30341,34.55,0.02108484,0.4837
MARE,30160,34.75,0.02108323,0.4918
IMAGO,34329,30.53,0.02108208,0.4573
TWANK,29163,35.94,0.02107995,0.4970
BOUGE,39309,26.66,0.02107794,0.4713
WANZED,23134,45.29,0.02107424,0.5139
GASELIER,14204,73.76,0.02107402,0.5624
INTRADA,15179,69.02,0.02107289,0.5725
ETALONS,14566,71.92,0.02107132,0.5914
ELISION,14589,71.80,0.02106820,0.5787
MILE,30959,33.83,0.02106678,0.4804
UPVOTE,36573,28.64,0.02106670,0.4483
GOOS,28434,36.83,0.02106474,0.4972
UNBE,44451,23.56,0.02106227,0.4523
TIKA,29777,35.16,0.02105877,0.4858
FRENA,31728,32.99,0.02105624,0.4772
ATELIERS,14147,73.99,0.02105388,0.5634
GLADIATE,14234,73.54,0.02105374,0.5951
ROOTAGES,15064,69.47,0.02104849,0.5742
EXITED,22883,45.73,0.02104817,0.5042
DRAY,29456,35.52,0.02104706,0.4898
FORME,27370,38.22,0.02104306,0.5034
DWINE,28636,36.53,0.02104077,0.4689
RATTENS,14009,74.67,0.02104065,0.5589
ONIUM,41165,25.41,0.02104023,0.4503
DOUANE,42543,24.59,0.02103834,0.4271
MILO,36358,28.76,0.02103554,0.4655
NOEL,48841,21.41,0.02103419,0.4364
ZINGEL,21164,49.41,0.02103379,0.5070
BINARIES,14188,73.69,0.02103041,0.5653
RESTORE,14335,72.93,0.02102945,0.5615
OLIOS,22553,46.36,0.02102902,0.5198
RUNAGATE,14587,71.67,0.02102892,0.5777
SENARIES,14573,71.73,0.02102591,0.5258
DUGS,25410,41.14,0.02102550,0.5144
ATHETOID,13625,76.72,0.02102524,0.6110
DETINUES,14535,71.91,0.02102446,0.5688
NOYS,22991,45.46,0.02102436,0.5265
MORAINE,14237,73.40,0.02101860,0.5789
EYRIR,34309,30.46,0.02101762,0.4471
WAIVODE,18026,57.97,0.02101665,0.5652
HALE,32120,32.53,0.02101619,0.4720
JEFFS,20751,50.35,0.02101480,0.5421
ZIMBS,19353,53.98,0.02101301,0.5535
NOUNY,37044,28.20,0.02101229,0.4708
DEGUM,32390,32.25,0.02101062,0.4774
DORP,36112,28.93,0.02101052,0.4628
KELT,32668,31.98,0.02101050,0.4749
GAIR,43325,24.11,0.02101046,0.4342
MEDIATE,14508,72.00,0.02100903,0.5946
TOOL,40781,25.61,0.02100605,0.4507
PEONAGE,15760,66.26,0.02100296,0.5991
BUHR,36583,28.53,0.02099487,0.4700
ZEROTH,19492,53.55,0.02099372,0.5366
TRAINMEN,14081,74.12,0.02099308,0.5719
MAAED,31715,32.91,0.02099300,0.4694
FEATLIER,13469,77.49,0.02099260,0.5941
HELE,35591,29.32,0.02099113,0.4621
QUAINT,22484,46.42,0.02099079,0.4909
LEAK,27832,37.49,0.02098857,0.4894
SEABORNE,13391,77.92,0.02098767,0.6042
JUMBO,25937,40.23,0.02098576,0.5145
WHORE,28116,37.10,0.02098359,0.5048
INTRUDER,14920,69.92,0.02098234,0.5506
TOASTED,13856,75.28,0.02098007,0.6153
QUERIDA,14554,71.66,0.02097739,0.5916
GAMEY,27583,37.81,0.02097433,0.4943
VIRED,33603,31.03,0.02097112,0.4672
BEGAD,31545,33.05,0.02097095,0.4781
DOVIEST,13715,76.01,0.02096888,0.6214
MACAW,29338,35.53,0.02096693,0.4890
AZURIES,11928,87.39,0.02096534,0.6442
AUDITORS,14609,71.33,0.02095943,0.5760
FOLIATES,14069,74.05,0.02095388,0.5777
TINNIES,14299,72.85,0.02095360,0.5623
DRAWN,35084,29.69,0.02095354,0.4702
TYRONES,13201,78.91,0.02095189,0.6117
PANTIES,12969,80.31,0.02094933,0.6039
TREIF,30000,34.71,0.02094557,0.4507
YENTE,30471,34.16,0.02093827,0.4652
VIRAGO,34946,29.79,0.02093799,0.4469
ADIOSES,13618,76.44,0.02093787,0.6071
OARAGES,14728,70.68,0.02093732,0.5993
ROSETING,13499,77.11,0.02093708,0.5675
VODUNS,21942,47.44,0.02093680,0.5203
TUNIEST,14270,72.93,0.02093340,0.5736
EPIGEAN,15150,68.69,0.02093296,0.5866
ISLANDER,14459,71.96,0.02092914,0.5620
LEEK,30166,34.49,0.02092910,0.4865
ZEBECS,19492,53.38,0.02092878,0.5424
ANEAR,40390,25.76,0.02092813,0.4219
REAVOW,29987,34.70,0.02092773,0.4720
DEODATES,14152,73.51,0.02092548,0.5944
GAZAL,25616,40.60,0.02092103,0.5064
QUATES,20034,51.91,0.02091717,0.5206
PHENE,30299,34.32,0.02091321,0.4859
LENTANDO,14785,70.32,0.02091317,0.5939
PIANETTE,14073,73.88,0.02091258,0.5750
OROIDE,41438,25.09,0.02090977,0.4213
QUEBEC,23735,43.80,0.02090884,0.4995
UPBYE,28307,36.72,0.02090846,0.4994
STIBINE,13889,74.84,0.02090816,0.5889
BEDSONIA,13522,76.87,0.02090729,0.6007
UNFIXT,25109,41.40,0.02090707,0.5005
KIDDO,31471,33.03,0.02090669,0.4928
TAKI,31419,33.08,0.02090615,0.4650
ALBE,28520,36.44,0.02090432,0.4924
INQUIRE,15565,66.77,0.02090414,0.5503
ZITHER,18993,54.72,0.02090377,0.5256
ARAISES,14086,73.77,0.02090178,0.5701
SIGNORIA,14827,70.07,0.02089657,0.5652
STED,25881,40.14,0.02089506,0.5081
VIVES,27910,37.22,0.02089464,0.4807
ETUDE,44136,23.53,0.02089275,0.4258
BOUGH,33087,31.39,0.02089090,0.4820
FREESIA,12987,79.96,0.02088666,0.6143
DWALM,33773,30.74,0.02088340,0.4732
TOWNEES,13810,75.18,0.02088257,0.6229
CURE,34018,30.52,0.02088201,0.4738
HAIRNET,13435,77.26,0.02087883,0.5777
WOUBIT,36382,28.53,0.02087851,0.4547
GAZAR,25519,40.67,0.02087652,0.5077
TIERCES,13445,77.17,0.02086994,0.5861
CAPI,34710,29.89,0.02086896,0.4516
CLAVI,34685,29.91,0.02086894,0.4650
SANIDINE,14235,72.88,0.02086660,0.5545
NEBS,24185,42.89,0.02086606,0.5135
WILL,46323,22.39,0.02086582,0.4471
MOCH,27405,37.85,0.02086312,0.5003
THUYA,29025,35.74,0.02086292,0.4878
OREIDE,40156,25.83,0.02085999,0.4253
VAES,27179,38.15,0.02085830,0.5006
DOATERS,13712,75.62,0.02085709,0.6223
GRAPH,30861,33.60,0.02085659,0.4908
DEVONIAN,13789,75.20,0.02085616,0.6080
EARLIEST,15197,68.23,0.02085564,0.5479
FICHU,30202,34.33,0.02085478,0.4867
PREFIX,23079,44.92,0.02085383,0.5161
WHOLE,28645,36.19,0.02085206,0.5079
SCUP,22131,46.84,0.02085114,0.5186
IRIDISE,15365,67.46,0.02084862,0.5673
ICED,35798,28.95,0.02084746,0.4625
TORI,38059,27.23,0.02084613,0.4560
TOLUIDE,16890,61.36,0.02084530,0.5790
EMEROID,14703,70.48,0.02084385,0.5986
STOLIDER,14021,73.91,0.02084357,0.5769
GLUM,43846,23.63,0.02084333,0.4624
TARNISH,13022,79.57,0.02084154,0.5981
FEINTER,14240,72.77,0.02084146,0.5686
INTERNEE,15233,68.02,0.02084110,0.5419
MIRIN,35929,28.83,0.02083454,0.4538
HAVOCS,19345,53.55,0.02083448,0.5514
FYCES,22159,46.74,0.02083392,0.5327
CORIA,42018,24.65,0.02083064,0.4266
GOTHY,28510,36.32,0.02082969,0.5005
COOTIES,14620,70.83,0.02082939,0.5948
BAGUIO,42718,24.24,0.02082935,0.4373
WIDEN,29879,34.65,0.02082414,0.4719
QUAIGH,22830,45.34,0.02082169,0.5011
MOOR,32854,31.50,0.02081523,0.4657
MEAD,30679,33.73,0.02081403,0.4796
KENTE,27251,37.97,0.02081302,0.4932
ALUNITES,14412,71.79,0.02081165,0.5699
DEJECTA,21296,48.58,0.02081033,0.5347
FAINITES,13326,77.64,0.02081002,0.5809
GRAVIDAE,15376,67.29,0.02080940,0.5796
NOVUMS,19457,53.17,0.02080835,0.5325
OGMIC,35793,28.90,0.02080483,0.4721
OXIDASE,11984,86.31,0.02080461,0.6515
HEXADE,22493,45.98,0.02080194,0.5133
KOPS,21397,48.33,0.02080162,0.5333
EMEUS,19625,52.70,0.02080065,0.5430
HODS,22550,45.86,0.02080053,0.5282
EXAMS,18127,57.05,0.02079940,0.5538
MILK,32426,31.89,0.02079739,0.4818
WAVEYS,19210,53.82,0.02079655,0.5436
OARWEED,14625,70.70,0.02079653,0.6132
FYKED,25444,40.64,0.02079625,0.5189
OBOLI,38083,27.15,0.02079456,0.4503
ZAFTIG,21971,47.05,0.02079118,0.5221
GAVEL,35486,29.12,0.02078587,0.4617
NEURINE,16901,61.14,0.02078506,0.5443
FESTIER,12756,80.99,0.02078064,0.5960
GORIEST,13110,78.80,0.02077969,0.5982
JAUNTIE,18160,56.89,0.02077875,0.5263
PARA,32333,31.95,0.02077659,0.4657
CARE,32815,31.47,0.02077434,0.4712
OUNCE,43690,23.64,0.02077143,0.4367
TATIE,45945,22.48,0.02077072,0.4081
TRANTED,15054,68.57,0.02076406,0.5768
OWING,31163,33.13,0.02076362,0.4672
MILIA,35830,28.81,0.02076334,0.4591
TABOO,40168,25.70,0.02076268,0.4487
WAITED,27276,37.84,0.02075855,0.4943
JAAPS,20465,50.43,0.02075795,0.5409
TOWERIER,14080,73.29,0.02075714,0.5767
ECTOPIA,15206,67.87,0.02075702,0.5790
DIARISE,13636,75.68,0.02075580,0.6044
MAUD,34855,29.60,0.02075383,0.4692
BOINK,29049,35.51,0.02074988,0.4974
BLAY,29502,34.97,0.02074860,0.5009
VARGUENO,13790,74.80,0.02074821,0.6113
KUFIS,21257,48.53,0.02074787,0.5321
DIVVY,32352,31.88,0.02074648,0.4806
CONEY,28412,36.30,0.02074608,0.4864
EROTIZED,13163,78.35,0.02074274,0.6103
LANA,39191,26.31,0.02074186,0.4593
DIKA,30997,33.27,0.02074101,0.4836
CAAED,35825,28.78,0.02073874,0.4597
ENJOIN,25991,39.66,0.02073596,0.4805
HADJIS,20186,51.06,0.02073142,0.5297
TUTEE,51606,19.97,0.02072888,0.4081
PERIDIA,15411,66.87,0.02072860,0.5747
MOMI,32486,31.72,0.02072772,0.4671
FORMIATE,12924,79.74,0.02072734,0.6149
VIOLATES,13925,73.99,0.02072384,0.5811
DOCTRINE,13202,78.04,0.02072293,0.5917
BIST,31112,33.12,0.02072279,0.4686
GLENT,50145,20.54,0.02072022,0.4349
ACAULINE,15590,66.07,0.02071917,0.5618
THEBAINE,12804,80.45,0.02071893,0.6267
CELT,41213,24.99,0.02071857,0.4559
ANILINES,14878,69.23,0.02071625,0.5563
TOTALISE,14260,72.22,0.02071551,0.5645
EUSOCIAL,14073,73.18,0.02071521,0.5849
SEQUOIAS,14213,72.46,0.02071434,0.5792
VIZIRS,20585,50.03,0.02071388,0.5310
EPIGAEAN,13844,74.39,0.02071348,0.5995
TRIOXIDE,14221,72.41,0.02071299,0.5863
STAPEDII,13456,76.52,0.02071062,0.5914
BEFOGS,19664,52.36,0.02071054,0.5430
BOXTY,25220,40.83,0.02071030,0.5173
GUILTIER,15062,68.36,0.02070909,0.5657
COOK,31263,32.93,0.02070776,0.4903
SAGINATE,13811,74.54,0.02070754,0.5578
MIGGS,21595,47.67,0.02070698,0.5245
RIOTIZE,16952,60.73,0.02070630,0.5321
WOALD,32498,31.68,0.02070519,0.4958
KERO,29007,35.49,0.02070471,0.4729
RIDGY,33134,31.06,0.02069789,0.4773
HISN,27358,37.61,0.02069759,0.4822
CLINT,47403,21.71,0.02069507,0.4319
HANAP,28464,36.15,0.02069477,0.4910
POWAN,31214,32.96,0.02069455,0.4791
CADGY,30641,33.57,0.02069143,0.4977
WARN,35620,28.88,0.02069043,0.4521
RIGAUDON,14297,71.95,0.02068986,0.5967
FEAZED,22722,45.27,0.02068926,0.5178
GADARENE,13832,74.36,0.02068892,0.5921
EDDO,37619,27.34,0.02068888,0.4664
ACIERAGE,13833,74.35,0.02068755,0.5871
PILOTAGE,13803,74.51,0.02068711,0.6069
NAIN,44936,22.88,0.02068381,0.4359
BUNN,51499,19.97,0.02068296,0.4492
DEMAINE,14120,72.82,0.02068105,0.5979
HIRSUTE,12938,79.46,0.02067862,0.6035
WAACS,21449,47.93,0.02067645,0.5362
CODEINA,15365,66.90,0.02067619,0.5860
DIWAN,32150,31.97,0.02067530,0.4627
DAZER,22984,44.72,0.02067518,0.5047
DOTTY,33848,30.37,0.02067516,0.4812
AIRPLANE,13911,73.89,0.02067516,0.5745
VANITIES,13378,76.83,0.02067413,0.5828
NEEDY,27321,37.62,0.02067076,0.4935
ELYSIAN,12894,79.69,0.02066860,0.6077
OBOVATE,22062,46.57,0.02066655,0.5217
HENS,23683,43.38,0.02066490,0.5234
GIAOURS,15313,67.08,0.02066130,0.5947
ETERNISE,13650,75.24,0.02065865,0.5411
HORK,27501,37.35,0.02065816,0.5017
REVOKE,23993,42.81,0.02065806,0.5037
DENTALS,13616,75.41,0.02065328,0.6022
REAVE,30813,33.32,0.02065233,0.4647
ANOLYTE,14527,70.68,0.02065112,0.6095
ADVEWS,19480,52.70,0.02064869,0.5385
KANG,31147,32.96,0.02064801,0.4855
ALOFT,29392,34.92,0.02064698,0.4834
GASOLINE,13751,74.65,0.02064591,0.5771
TONIFIED,13190,77.82,0.02064531,0.6146
TRUG,46771,21.94,0.02064344,0.4509
ETESIANS,14739,69.63,0.02064330,0.5576
YOGINI,31594,32.48,0.02064294,0.4533
MEWED,29274,35.05,0.02064022,0.4957
FOLIAR,24624,41.67,0.02063749,0.4998
WANTY,26904,38.14,0.02063690,0.5158
ECOTAGE,16917,60.65,0.02063676,0.5685
CIRQUE,23311,44.01,0.02063624,0.4741
DEALATE,15329,66.93,0.02063550,0.5874
PERM,32907,31.18,0.02063461,0.4737
MOON,33499,30.62,0.02063425,0.4699
CORONATE,13959,73.49,0.02063342,0.5752
ADORE,34627,29.62,0.02063316,0.4477
WINCER,27553,37.23,0.02063288,0.4613
NEGRONI,14986,68.45,0.02063288,0.5611
BOYFS,20444,50.16,0.02062781,0.5410
COEQUATE,12579,81.53,0.02062695,0.6264
GRUB,40705,25.19,0.02062303,0.4573
OCULI,47776,21.46,0.02062228,0.4215
AURATED,15708,65.26,0.02061940,0.5649
GASOLIER,13672,74.98,0.02061938,0.5857
SEDILIA,13574,75.52,0.02061763,0.6087
TWEED,29048,35.29,0.02061586,0.4814
LARN,55714,18.40,0.02061558,0.4422
FADEINS,13145,77.97,0.02061484,0.6168
GURN,40412,25.36,0.02061180,0.4643
RELAXIN,15101,67.86,0.02061076,0.5735
WIVERNS,16513,62.04,0.02060565,0.5726
LOXED,26671,38.41,0.02060553,0.5067
PAOLI,38047,26.92,0.02060358,0.4501
ASTERNAL,14798,69.22,0.02060341,0.5515
ROUP,33505,30.57,0.02060217,0.4679
SERENITY,12975,78.94,0.02060128,0.5703
IGLU,56987,17.97,0.02060062,0.4340
PERIGEAN,13259,77.24,0.02060022,0.5967
VOGUER,28630,35.77,0.02059959,0.4820
CLOU,38884,26.34,0.02059802,0.4618
GOOSE,33406,30.65,0.02059609,0.4632
TELT,49250,20.79,0.02059436,0.4474
QUELLS,19831,51.63,0.02059302,0.5426
GYNY,32604,31.40,0.02059195,0.4969
WRANG,35849,28.56,0.02059078,0.4610
OLLAV,41297,24.79,0.02059012,0.4576
WALD,34308,29.84,0.02058982,0.4797
DERN,47773,21.43,0.02058960,0.4400
FUST,29393,34.82,0.02058636,0.4810
MAIKO,27824,36.78,0.02058417,0.4962
FRIANDE,14922,68.58,0.02058366,0.5886
QUAFF,21806,46.93,0.02058177,0.5329
SILAGED,13290,76.98,0.02057763,0.6234
GUILE,50423,20.29,0.02057517,0.4281
EYEPOINT,13040,78.44,0.02057427,0.6143
CYME,29023,35.24,0.02057415,0.4929
OURARI,44006,23.24,0.02057304,0.4263
SWOB,28259,36.18,0.02056600,0.5067
DECORATE,13245,77.18,0.02056166,0.5934
INFLATED,13763,74.27,0.02056029,0.6031
KLIEG,30633,33.36,0.02055719,0.4791
YELM,28306,36.10,0.02055496,0.4952
BIDIS,23030,44.37,0.02055424,0.5153
TRIDENT,16075,63.57,0.02055333,0.5390
KUIAS,22587,45.24,0.02055313,0.5234
WHAUP,28975,35.26,0.02055214,0.5019
CYST,28391,35.98,0.02054927,0.4810
AGRIZES,15474,66.02,0.02054834,0.5755
AMOOVED,20841,49.02,0.02054798,0.5396
PAPE,28722,35.57,0.02054760,0.4825
DUOMO,38089,26.82,0.02054734,0.4665
LARGEST,13544,75.42,0.02054633,0.5933
ADJOINT,17956,56.89,0.02054500,0.5549
WEAVED,26425,38.65,0.02054460,0.5011
ORGIA,46373,22.02,0.02054092,0.4354
AWFUL,35955,28.40,0.02053810,0.4717
DARG,43251,23.61,0.02053706,0.4520
INDOLENT,14514,70.35,0.02053646,0.5853
TERTIAS,13155,77.61,0.02053513,0.5748
OTTO,49319,20.70,0.02053394,0.4307
ENACTURE,13218,77.23,0.02053203,0.5880
PERONEAL,14073,72.53,0.02053076,0.5967
BUBO,37980,26.87,0.02052968,0.4714
JINNIS,20023,50.97,0.02052956,0.5245
KAOLINE,15215,67.08,0.02052829,0.5966
KYNDE,24403,41.82,0.02052825,0.5173
APAYD,27554,37.04,0.02052557,0.5025
RELATIVE,14484,70.45,0.02052443,0.5689
NIMBI,31410,32.49,0.02052415,0.4778
MAKE,25979,39.27,0.02052254,0.4967
KAWED,25157,40.56,0.02052141,0.5231
JAUNTY,24553,41.55,0.02051992,0.5122
FLEME,30045,33.95,0.02051835,0.4948
FEIRIE,37543,27.17,0.02051733,0.4137
QWERTYS,18584,54.88,0.02051439,0.5461
GARTH,32552,31.33,0.02051343,0.4758
PYNED,28050,36.36,0.02051238,0.4998
GLAIK,30689,33.23,0.02051079,0.4895
EPODE,33819,30.15,0.02050926,0.4596
KREWE,26425,38.59,0.02050902,0.5008
VENATOR,16200,62.94,0.02050900,0.5658
RAGI,41843,24.37,0.02050846,0.4446
ATISHOO,13991,72.87,0.02050761,0.6165
MATAI,35659,28.59,0.02050679,0.4507
JUNKY,23383,43.60,0.02050669,0.5368
LOOSENER,15032,67.81,0.02050391,0.5584
SCHAV,23178,43.98,0.02050387,0.5215
SLOETREE,14570,69.95,0.02050081,0.5656
FANNY,31134,32.74,0.02050029,0.4951
WARK,29099,35.02,0.02049957,0.4992
OLEOS,20321,50.14,0.02049218,0.5283
FRANK,28137,36.21,0.02049009,0.4960
STINTER,13550,75.17,0.02048792,0.5620
SWAY,20677,49.26,0.02048748,0.5428
MORN,41234,24.70,0.02048545,0.4463
YAUDS,21296,47.82,0.02048293,0.5395
AZURES,17988,56.60,0.02048000,0.5491
ZENANA,22626,45.00,0.02047903,0.5010
RILEY,32168,31.65,0.02047778,0.4569
WOMYN,27672,36.79,0.02047750,0.5082
AUTOED,40738,24.99,0.02047694,0.4338
EARPIECE,13352,76.24,0.02047629,0.5888
NEAT,38988,26.10,0.02046863,0.4548
LOYS,22524,45.18,0.02046674,0.5299
DOUCE,34663,29.35,0.02046555,0.4536
SUID,32691,31.12,0.02045980,0.4762
KYPE,24939,40.79,0.02045972,0.5213
ABELIAN,15534,65.46,0.02045341,0.5834
HAYS,20634,49.27,0.02044904,0.5293
ACUTE,34718,29.28,0.02044836,0.4452
VEES,28192,36.06,0.02044608,0.4939
CHOP,27549,36.89,0.02044172,0.4961
NESTLER,13771,73.79,0.02043886,0.5757
QUEASIER,11644,87.27,0.02043832,0.6196
BOXLA,28013,36.27,0.02043589,0.5032
NARE,38194,26.60,0.02043567,0.4545
EXIGEANT,11983,84.78,0.02043450,0.6202
FIBER,29692,34.22,0.02043387,0.4596
APES,25120,40.44,0.02043285,0.5034
ELUATES,14164,71.72,0.02043124,0.5958
LOIR,55694,18.24,0.02042842,0.4303
OBVERT,33621,30.20,0.02042321,0.4434
EMERSION,14119,71.91,0.02042269,0.5641
SHIT,21225,47.84,0.02042203,0.5313
BRIK,30053,33.78,0.02042100,0.4850
AREADING,13190,76.97,0.02042080,0.5980
OUTRAVED,14604,69.52,0.02042076,0.5911
AUTOPEN,16461,61.67,0.02042012,0.5564
BACTERIN,13038,77.86,0.02041875,0.5908
MODERATE,13267,76.52,0.02041811,0.5998
HYLEG,27614,36.76,0.02041487,0.5026
WIRELINE,13989,72.55,0.02041292,0.5890
PUIR,45114,22.49,0.02041159,0.4282
DOMAINE,14087,72.04,0.02041131,0.6122
MINT,45186,22.46,0.02041064,0.4369
ENURETIC,13640,74.39,0.02040773,0.5746
AMBO,31594,32.11,0.02040628,0.4825
ROTARIES,15135,67.03,0.02040489,0.5371
SHOVE,21983,46.15,0.02040433,0.5230
YUPON,30286,33.49,0.02040302,0.4941
GLEG,49811,20.36,0.02040242,0.4517
INTERMAT,13431,75.52,0.02040226,0.5664
DATARIES,13083,77.53,0.02040071,0.5704
GENERALE,14409,70.37,0.02039566,0.5806
PLU,47898,21.17,0.02039562,0.4644
DIRE,34961,29.00,0.02039481,0.4661
ENVISAGE,12912,78.51,0.02039107,0.5974
RAGE,32259,31.42,0.02038884,0.4708
BRAY,27901,36.33,0.02038753,0.4931
PEROGIE,16148,62.77,0.02038677,0.5736
DOCK,30215,33.55,0.02038673,0.4985
ROTUNDA,15578,65.06,0.02038548,0.5784
JINXED,21111,48.00,0.02038383,0.5263
ABORTIVE,12981,78.07,0.02038325,0.6153
OUTRIDER,14823,68.36,0.02038242,0.5663
UNITISER,14980,67.64,0.02038083,0.5361
TIMID,34954,28.99,0.02038061,0.4602
ZABETA,20179,50.21,0.02038059,0.5180
GERMAINE,12881,78.66,0.02038009,0.5982
FEATEOUS,13731,73.78,0.02037812,0.6049
SIRE,25539,39.67,0.02037613,0.5105
DUOMI,34975,28.96,0.02037408,0.4576
ESTANCIA,13040,77.68,0.02037303,0.5700
CRAZY,19709,51.38,0.02036899,0.5431
FUSEE,30443,33.26,0.02036802,0.4747
BANTIES,12830,78.92,0.02036567,0.6004
FRAT,34240,29.57,0.02036549,0.4583
POWS,20875,48.50,0.02036515,0.5370
OUDS,23337,43.38,0.02036408,0.5178
GRAILES,13303,76.10,0.02036372,0.5991
FAINER,24241,41.76,0.02036193,0.4935
ECOTOPIA,13485,75.07,0.02036104,0.6009
NEURONE,17338,58.38,0.02035756,0.5559
MONEY,25977,38.96,0.02035734,0.4991
ESURIENT,13503,74.95,0.02035605,0.5708
PLUG,39562,25.58,0.02035386,0.4661
SUE,45537,22.22,0.02035310,0.4672
OBOLE,33258,30.43,0.02035290,0.4702
ALOIN,44108,22.94,0.02035239,0.4309
POIND,34958,28.94,0.02035207,0.4697
NEURONAL,14845,68.16,0.02035151,0.5807
VAGINAE,17500,57.82,0.02035058,0.5588
DILATOR,15401,65.69,0.02034992,0.5805
OUREBI,40219,25.16,0.02034986,0.4284
TOEIER,47682,21.22,0.02034763,0.3966
POUTY,29688,34.07,0.02034708,0.4881
BEES,23994,42.16,0.02034610,0.5062
EARHOLE,14480,69.86,0.02034564,0.6086
GORDITA,15560,65.01,0.02034560,0.5854
DISTUNE,13119,77.10,0.02034497,0.6033
DOLE,28335,35.70,0.02034376,0.4827
TWANGIER,12950,78.10,0.02034364,0.5891
TRET,50884,19.88,0.02034296,0.4377
EMETINE,15207,66.50,0.02034169,0.5751
OLEUM,38627,26.18,0.02034143,0.4591
BAYED,26452,38.23,0.02033974,0.5040
UMIAK,28958,34.92,0.02033835,0.4895
SALTIES,13458,75.13,0.02033815,0.5656
REDLINER,15032,67.27,0.02033799,0.5545
BRAINIER,14545,69.51,0.02033658,0.5778
ERIC,42092,24.02,0.02033588,0.4263
FORESAIL,13428,75.29,0.02033413,0.5852
DOMINEER,14202,71.17,0.02033027,0.5774
IAMBI,35990,28.08,0.02033025,0.4641
NITRITE,15491,65.24,0.02032922,0.5235
DELICATE,13312,75.92,0.02032856,0.5850
EARN,35238,28.68,0.02032727,0.4592
IXORAS,19607,51.54,0.02032709,0.5387
JOCKO,24410,41.40,0.02032588,0.5129
BUMFS,20760,48.67,0.02032401,0.5323
YAWED,26311,38.40,0.02032391,0.5115
HOYS,21267,47.51,0.02032365,0.5307
AUTOSAVE,13831,73.05,0.02032341,0.5996
WEIGELIA,14049,71.91,0.02032017,0.5907
LEISTER,13190,76.59,0.02031953,0.5658
LOAD,40213,25.12,0.02031750,0.4528
PALINODE,13425,75.23,0.02031458,0.6098
ARCSINE,12647,79.84,0.02030953,0.5987
WAWES,21869,46.17,0.02030889,0.5235
ATROPIA,15616,64.65,0.02030674,0.5719
RORIEST,13154,76.75,0.02030639,0.5870
DEAD,35652,28.31,0.02030422,0.4637
TORMENTA,14115,71.52,0.02030374,0.5753
GOODIE,40498,24.92,0.02030026,0.4359
INVOCATE,12349,81.72,0.02029827,0.6167
HEAVEN,25369,39.78,0.02029724,0.4945
REED,30974,32.58,0.02029595,0.4857
ENZIAN,18769,53.75,0.02029215,0.5307
FAGIN,31025,32.52,0.02029169,0.4701
VIBRIO,35981,28.04,0.02029064,0.4429
SEXTARII,12079,83.50,0.02028600,0.5996
OVEREATS,13236,76.19,0.02028431,0.5777
TENACES,13115,76.89,0.02028417,0.5885
JAYGEE,23606,42.72,0.02028312,0.5075
FLORY,28270,35.67,0.02028159,0.5062
URAEMIA,16572,60.84,0.02028037,0.5498
TAENITES,13913,72.47,0.02028000,0.5548
MINIATE,14294,70.54,0.02027944,0.5769
XERASIA,12409,81.25,0.02027920,0.6158
IRES,30123,33.47,0.02027813,0.4806
GUERITES,14345,70.28,0.02027729,0.5593
BETID,31770,31.73,0.02027640,0.4519
BIALI,42373,23.79,0.02027544,0.4391
APOGEE,35022,28.78,0.02027502,0.4515
ATOMY,28078,35.89,0.02026743,0.5070
TOREADOR,14398,69.98,0.02026576,0.5733
COLINEAR,13491,74.68,0.02026464,0.5897
EUPNOEAS,14005,71.92,0.02025888,0.5900
DIGITATE,14276,70.55,0.02025820,0.5884
SAXONITE,11710,86.00,0.02025585,0.6205
RESTAGE,12978,77.59,0.02025323,0.6069
FAINTERS,13343,75.46,0.02025307,0.5760
EQUATIVE,11297,89.13,0.02025275,0.6477
LERE,40411,24.91,0.02024907,0.4530
CATENOID,12932,77.83,0.02024458,0.5962
PRONATED,13687,73.54,0.02024428,0.5814
WHILE,29132,34.54,0.02024100,0.4876
JUDOGI,27220,36.97,0.02023851,0.4896
CURVE,36157,27.83,0.02023762,0.4495
ZINGER,19126,52.61,0.02023728,0.5178
HEINOUS,13587,74.05,0.02023682,0.6201
NEURITIC,13963,72.04,0.02023298,0.5613
GASOLENE,13961,72.05,0.02023286,0.5938
